parent.pop,elevation.group,elev_m,Lat,Long,year,cwd,pck,ppt,tmn,tmx,ann_tmean,mean_diurnal_range,temp_seasonality,temp_ann_range,ann_ppt,ppt_seasonality,tmean_wettest_month,tmean_driest_month,ppt_warmest_month,ppt_coldest_month
SC,Low,421.5178299,38.41167,-120.73583000000001,2019,36.91857142857143,0,138.43142857142857,6.797142857142857,17.942857142857143,12.37,11.145714285714286,5.324935836859133,28.55,969.02,67.89700181703077,6.425000000000001,22.175,0.11,290.96
SC,Low,421.5178299,38.41167,-120.73583000000001,2020,38.65571428571429,0,61.00857142857143,6.864285714285715,19.48142857142857,13.172857142857143,12.617142857142856,5.156692946342369,26.99,427.06,89.36785782013833,10.005,21.96,0.31,162.29
SC,Low,421.5178299,38.41167,-120.73583000000001,2021,54.88428571428572,0,79.9857142857143,6.502857142857143,19.562857142857144,13.032857142857145,13.06,5.874999189462963,28.82,559.9000000000001,116.128777505547,7.14,23.14,0,245.27
SC,Low,421.5178299,38.41167,-120.73583000000001,2022,48.684285714285714,0,71.60142857142857,6.44,19.577142857142857,13.008571428571427,13.137142857142855,5.161426413216371,27.88,501.2100000000001,178.292519296438,7.05,16.695,7.67,354.22
SC,Low,421.5178299,38.41167,-120.73583000000001,2023,48.45857142857143,0,119.16428571428571,6.0528571428571425,17.417142857142856,11.735,11.364285714285714,4.71348066719277,25.26,834.15,116.69470093784632,7.995,19.22,0.79,366.03
SQ1,Mid,1921.036585,36.56435,-118.7764,1994,87.785,15.39125,48.3825,5.38,17.419999999999998,11.4,12.04,7.499532366373633,30.53,387.06,103.95785661900476,0.985,15.96,0.32,149.96
SQ1,Mid,1921.036585,36.56435,-118.7764,1995,76.83875,6.400000000000001,47.758750000000006,5.15125,18.32625,11.73875,13.175,5.469030176496429,29.4,382.07,145.06193527337308,2.115,12.865,0.39,163.12
SQ1,Mid,1921.036585,36.56435,-118.7764,1996,89.3025,16.033750000000005,100.155,6.171250000000001,18.5275,12.349375,12.35625,6.358604090690257,28.18,801.24,152.76596938459622,3.19,15.01,8.16,411.47
SQ1,Mid,1921.036585,36.56435,-118.7764,1997,93.38875,9.61625,43.76625,5.68125,18.0325,11.856875,12.35125,6.115448200780428,30.5,350.12999999999994,129.3717827050923,0.665,18.855,0.42,150.66
SQ1,Mid,1921.036585,36.56435,-118.7764,1998,66.8925,20.227500000000003,60.43,3.8587499999999997,16.355,10.106875,12.49625,6.7336160618093714,32.61,483.44,79.4260348021489,4.430000000000001,18.425,4.81,131.6
